13796,11252,-752,11660,5892,24012,0
16900,-12100,528,15912,-1820,8180,0
17132,2340,2288,10236,-1928,7252,0
16308,-1804,4448,11532,-520,11104,0
17536,-868,3580,15996,-4644,11800,0
15760,-1768,64,21268,-768,9968,0
17508,92,188,12204,-1292,10044,0
18976,-384,-1472,14136,1320,10668,0
27316,7792,-2752,7324,-2628,10516,0
29824,-10268,6956,20588,6212,10288,0
8952,-3572,15736,15848,3036,7460,0
12584,3876,11476,16056,2704,1760,0
9284,560,9208,17216,2524,1752,0
13356,2428,10988,16432,4468,1612,0
16804,1868,13148,17276,2980,1788,0
20784,-804,8708,16924,2204,268,0
8700,2440,8136,18152,-48,1080,0
18704,-5152,-13896,20124,-1432,-328,0
1996,9872,2236,26832,-1376,-60,0
21476,-1984,9612,29328,8976,2516,0
17100,-5008,4824,9684,-3704,712,0
15708,-4760,1936,9332,-3244,7856,0
16260,8,3020,12776,-604,8260,0
16244,-3164,2304,14744,-5688,9652,0
16032,1036,3660,20052,-1552,9396,0
