Lx,Ly,Lz,Rx,Ry,Rz,label
15436,-2824,2960,15316,-5224,6208,1
15084,-4508,1348,12176,3040,11860,1
12068,-1264,16400,5312,780,-1244,1
18412,2212,9880,17756,-5356,7460,1
15448,580,6140,15568,-880,2044,1
15260,364,2244,15000,1232,-1620,1
14148,-9924,6120,16504,3496,-1388,1
15268,-4072,7744,17356,4448,5924,1
15908,152,7716,16772,-1088,3092,1
15888,5592,7068,16516,-8584,1184,1
15892,716,6664,16608,-1612,1276,1
15104,-3700,6484,16288,4360,1840,1
15468,-7628,7568,16392,4892,2388,1
16256,1828,5592,16048,-788,212,1
16176,6308,5180,16128,-9568,1540,1
14764,-1732,6752,16972,-684,1512,1
15556,-4352,6380,15948,2628,3868,1
15488,-2564,7688,16780,5216,5268,1
15332,404,6180,16932,3128,3676,1
16296,2492,6452,16760,-5684,3628,1
17956,1656,4784,16300,-5912,1024,1
22544,-1148,28,16584,5152,2012,1
14496,-1840,9320,16272,-1156,-424,1
12672,-7108,2260,16536,4308,704,1
15796,3436,10844,15872,484,1244,1
14100,-272,28704,16936,1800,5024,1
28044,-12444,-7556,17280,-1308,4792,1
19432,6840,5928,15928,1464,1320,1
12728,-2096,3660,16012,1344,1240,1
16840,-1712,3000,16500,1312,2148,1
16012,676,2632,16332,-1464,2852,1
15904,-3312,5340,16360,-40,2936,1
16256,-4748,5088,16508,972,2608,1
15880,1592,4800,16344,-3308,1852,1
14396,7492,10296,16292,1496,3616,1
19092,92,7776,16804,4920,5704,1
14772,-4172,5660,15548,-816,4068,1
14268,-6068,4140,16364,-2332,1808,1
15844,-744,1988,16276,-3264,1636,1
15952,-436,5728,16408,1440,2628,1
15356,4924,7912,16280,204,3524,1
16556,6160,6556,16484,-508,2928,1
15196,-2732,6692,15776,-332,1760,1
14664,-9880,4080,16460,2420,1456,1
14804,1812,6064,16840,-1636,5624,1
16732,36,7652,18368,-2088,2880,1
14548,-2856,8232,22368,-7676,-4932,1
15888,-684,3896,12784,1412,6808,1
14308,632,2052,10128,-788,18380,1
15964,-4356,9236,32767,-4544,-6796,1
15280,-3668,10600,18524,-3688,2500,1
14736,-1608,7436,16312,6220,2376,1
15292,816,5912,16384,-3504,108,1
15644,1656,4820,16520,-2588,-1876,1
14444,-9708,9432,16036,9928,4732,1
14064,-2440,8456,16448,-2948,1096,1
14984,-3688,7744,16480,3584,3636,1
15420,-3316,8348,16800,80,2908,1
16052,4400,6612,16276,-3148,2024,1
15016,-1484,7020,16584,-2928,1812,1
15540,-1412,6168,16248,288,1884,1
15420,-380,5948,16496,3268,3468,1
19044,-1044,5076,16876,-900,3268,1
19832,956,4404,16608,1252,3024,1
12932,-2376,11944,16820,-892,2196,1
13040,-1564,3584,16524,556,1504,1
16568,12,6768,16308,1732,1908,1
16056,-120,12680,16480,400,-536,1
9292,7580,11228,16328,2112,2404,1
14136,3016,6504,16416,1052,1888,1
17008,-4212,3928,16644,2128,4324,1
16900,2808,4368,16400,2136,1128,1
17820,-3572,2100,16216,1596,1244,1
14924,-2788,6608,16496,1096,1168,1
14244,544,5308,16476,-1232,3772,1
17368,3640,6356,16596,2116,2616,1
15780,11872,4776,15844,2568,1424,1
16064,1448,4308,16544,-112,-380,1
17124,356,4044,16260,2612,1008,1
14272,-4244,8104,16136,1972,2120,1
15488,1112,7616,16356,2432,2868,1
17264,-8544,7772,17008,-1360,5052,1
13808,4056,3696,16832,-1432,3896,1
16692,-464,5800,16088,-1944,1268,1
15464,-2500,352,15776,744,3548,1
15948,-2252,-1780,17028,1196,1396,1
14488,-576,3932,16668,-6896,3400,1
16820,988,3460,16220,92,3844,1
10004,-2436,14736,16100,-5700,2752,1
20976,-3340,5352,16732,5756,8700,1
14124,-4212,9248,14856,904,5928,1
18320,-4852,8284,17912,408,2568,1
12716,-600,8652,15328,448,3760,1
19596,6592,3964,16720,-856,4144,1
14300,-6900,6400,22520,-1240,-2712,1
15880,260,5900,20964,-2052,1968,1
14756,-1992,8620,11364,152,7452,1
15580,-2528,5912,8336,-3796,5816,1
16244,-1888,4920,14324,-728,18828,1
14128,-3248,9720,31028,-4148,-7916,1
14708,1948,6248,16156,-772,2720,1
18464,-1544,5740,17208,212,1080,1
11116,-7300,10796,16860,5816,2192,1
15544,-4192,6508,16644,1308,3404,1
14988,880,6132,15992,-1612,1796,1
14612,7588,7632,16944,-13848,1488,1
14556,-3144,7956,16404,5416,2296,1
15596,-908,7544,16876,4892,3796,1
15048,1140,7540,16520,-1792,2192,1
15704,2036,7512,15624,-9812,1660,1
15536,160,7184,16184,-4164,2544,1
15240,-4152,5736,16168,4072,4448,1
15960,-844,5940,16232,4780,3724,1
20372,-1328,5084,17000,-1036,3940,1
18272,1392,6264,16572,-1860,2700,1
13320,-2912,9908,15884,-464,2952,1
12116,-3064,6284,16100,1352,2592,1
14044,1280,6008,16140,1128,3960,1
15504,-4560,9204,16344,-1416,3444,1
17324,2216,9020,16412,296,5300,1
14012,848,18496,16400,1428,2672,1
7984,4916,17064,15852,-3088,2300,1
23824,-6412,1348,16520,7116,4504,1
16116,-6816,3696,17084,3108,3156,1
13936,1892,4336,15868,-4192,3776,1
15968,176,4412,16320,-2788,4452,1
14940,-4884,7724,16432,-1628,4316,1
16592,832,4752,16284,1632,5280,1
15584,-2064,5812,16184,664,3000,1
15932,8,4944,15960,-1260,3868,1
15696,-864,5588,16048,-748,3244,1
15720,-3632,5856,16048,324,3964,1
16236,1896,4684,16392,-2400,3824,1
16272,-1604,5464,16432,-660,3892,1
16200,-1244,4712,15812,1080,4948,1
15332,-1488,4912,16248,-5560,3276,1
15780,-2304,4536,18520,4936,940,1
15492,-2212,4748,16412,-896,3436,1
15732,-2276,5980,18812,-2896,356,1
15752,-2804,5624,19704,2624,644,1
15824,-1460,5820,15812,-2008,2624,1
15524,-2456,5300,14684,-2020,2300,1
15824,-1640,5016,16168,-752,3876,1
15072,-2484,6428,14392,-320,3904,1
16040,-2740,7308,15412,-1832,6448,1
15164,-2216,9144,19468,-2100,-996,1
15732,-1360,6936,17800,668,352,1
15476,-1204,6272,16312,-1584,-320,1
15020,-1480,6032,16608,-2788,-1928,1
15452,-2272,4764,16572,-532,-396,1
14860,-3196,9124,17372,896,116,1
15488,-124,8136,16240,2536,800,1
14956,-396,7664,16248,-2104,1088,1
15200,140,5728,15708,-5064,772,1
14840,-2276,7036,16976,-1036,1936,1
14612,-996,6312,14980,-2880,3672,1
16060,-2184,9876,17148,3884,6720,1
15824,2416,9504,17152,-1556,4600,1
15188,768,8836,17332,-1316,2492,1
14588,-396,7976,16364,-1396,1460,1
16348,1532,5052,16340,2836,1368,1
16796,-1260,5240,16484,1376,1680,1
16724,-684,5608,16588,-316,1948,1
16908,2288,3776,16516,-184,1680,1
17608,-140,4880,16572,744,1672,1
16956,752,7008,16620,1360,1524,1
14208,2960,9628,16736,-56,2228,1
13408,-432,7516,16776,192,2396,1
14840,760,8456,16464,716,2520,1
10588,968,15308,16368,500,2296,1
26092,-636,-856,16772,684,4460,1
14648,3632,2564,16392,-612,3212,1
16424,-4512,3520,16180,-1080,1208,1
16316,980,3568,16408,-624,1784,1
16580,-1128,3064,16248,-640,1612,1
15984,-1604,3812,16720,-1376,1508,1
16000,12,2224,14020,3024,5892,1
15604,-2776,3772,15464,-7548,5824,1
15892,-2084,3008,16260,-1656,3440,1
15940,-1216,5512,15684,2344,2752,1
15776,-1444,5600,16060,-6624,4564,1
16092,-964,5548,17876,4216,3612,1
15996,-1752,6240,18284,2168,3692,1
15868,-1380,5588,16544,-376,2132,1
15964,-1448,5408,16336,-1052,1488,1
15684,-2484,3456,16104,2436,2912,1
15452,-2184,4392,16304,-2340,3972,1
15892,-1096,7052,12100,-3368,8344,1
15492,1268,6268,16500,-5512,1356,1
16040,-900,5916,16960,2700,2504,1
16416,388,5284,16424,528,2272,1
12348,-7900,10548,16008,3972,-544,1
13364,-2272,7412,16520,3108,860,1
16740,3024,5356,16776,220,2968,1
17052,8952,6152,16360,-10540,1136,1
15076,-5076,7480,16876,1492,1788,1
15212,-3856,7292,16076,4124,3616,1
16356,1492,5936,16424,-468,2244,1
15400,3648,6804,15964,-6884,1356,1
16016,1964,6732,16808,-1336,2420,1
15568,-4036,8004,16064,2240,3348,1
15816,504,6956,16568,-1088,2700,1
15944,3128,5988,16368,-5376,2056,1
15544,1988,6224,16448,-2584,2296,1
15016,-3076,6352,16448,2184,3228,1
15884,-2856,7104,16344,2792,2228,1
15540,-920,6840,16568,-1612,2492,1
16252,2396,5348,16500,-828,1496,1
13696,5336,9700,16392,-1828,736,1
13864,-736,10392,16556,832,908,1
18052,5092,6308,16824,676,2208,1
13212,-5000,6948,16388,-456,1548,1
15104,1260,5592,16412,-1500,492,1
15576,-1084,4916,16456,-952,-60,1
15448,-1676,6192,13928,-8196,7852,1
15392,-1304,5416,11028,3124,6912,1
16608,-1456,6556,32767,9624,-5596,1
15996,-168,4620,5504,-8564,5656,1
17268,-2552,5852,16916,10120,2280,1
19088,-1624,5376,17420,-1208,5416,1
13820,296,10232,15548,-2216,4176,1
15176,-1212,5556,16544,2364,5240,1
15104,-884,7268,16384,-592,3456,1
16816,-1648,7520,16488,2028,3484,1
15668,-2632,9388,16340,1492,1380,1
13164,2460,7592,16448,728,1976,1
12460,2020,8176,16268,720,756,1
14964,-1528,17972,16876,160,3940,1
16260,3832,3528,16432,596,4192,1
18924,-6808,4428,16224,1184,2268,1
15180,1424,4224,16252,-276,1340,1
15008,-456,4396,16396,-2012,2792,1
16224,-696,5832,16648,-128,3300,1
16604,1516,5796,16548,-1448,2936,1
15816,-2484,5464,17028,-2168,1516,1
15548,-1828,4764,15320,-6352,3152,1
15736,-1808,4408,14628,-5064,7704,1
15960,-1536,7272,12556,7380,3928,1
17228,-3340,6980,32552,7800,3580,1
15456,-460,6568,9556,-6040,152,1
15792,-324,3128,16504,2392,2412,1
15312,-6300,5092,15756,9108,-236,1
15740,2716,5776,16772,-3800,2740,1
15688,2432,4464,16552,-4896,2444,1
15320,-2764,7220,16604,-2352,2212,1
15536,-6380,6612,16792,4796,3804,1
16028,-2988,6372,16436,3000,2916,1
15864,1400,5160,16572,-4024,980,1
15696,4360,5776,16092,-3796,912,1
15776,-4172,6928,16588,3808,3532,1
15652,-7728,6784,16756,5532,3448,1
15952,2792,4956,16188,-748,1212,1
15744,4904,4524,15444,-11776,780,1
15372,-4916,6488,16892,3980,2776,1
15524,-7824,6748,16436,5120,4736,1
15900,1988,6520,16540,1944,2388,1
15760,3564,5980,16088,-5692,1896,1
15596,-2356,5072,16808,1168,2108,1
15180,-3420,3876,15996,1352,2108,1
15680,-2972,4792,16668,-2648,2108,1
17552,-2844,5432,16536,-1592,4348,1
22368,-3328,3852,16528,-1296,4584,1
13448,-1028,8488,16460,1352,3796,1
11284,2740,7588,16248,1608,2380,1
10284,-9860,6832,16452,1468,3452,1
17976,8920,7064,16332,-1140,2092,1
15044,-9788,7776,16504,-304,3592,1
12116,4528,12188,15980,-484,240,1
19064,8056,-3932,16736,2072,4000,1
7112,-212,1568,16268,-552,2368,1
15420,384,3696,16472,-2536,448,1
15888,344,2468,16740,244,2804,1
16268,-3044,2372,16164,-2912,2920,1
15892,-2056,4020,16436,-2948,2236,1
16016,364,3836,16400,-9224,2072,1
16296,-2036,4272,17276,-828,2156,1
15992,-2172,4412,16532,-808,896,1
15972,-4572,4776,16120,-1036,1788,1
15940,200,4196,14116,-1308,2720,1
15980,5492,3104,16632,2812,-3836,1
15532,-2540,5596,14516,-480,1116,1
15368,-4424,6936,17184,-1396,2188,1
16208,-1160,6928,16784,148,1372,1
15880,-2812,6228,16352,416,1504,1
15328,332,7408,16620,-596,1604,1
15588,-440,7268,16620,4092,20,1
15604,3236,6992,16512,-4808,396,1
15624,452,5840,15924,-6572,276,1
15236,-3328,7460,16520,-5692,1424,1
14604,-4744,7876,17032,936,1880,1
14772,-1028,7668,16308,476,2964,1
16644,1692,6676,16360,-968,2472,1
14896,-744,7900,16700,-4076,1984,1
16536,-1100,6032,16424,-1092,384,1
14216,-2632,7776,16620,624,1204,1
11108,-684,11468,16272,516,1412,1
20852,940,6200,17352,1732,4188,1
14448,256,5952,14008,-1688,5456,1
14852,-3772,6384,17472,2596,2232,1
15084,-2064,5684,17488,3696,360,1
15476,-548,5616,14308,-6068,1412,1
15912,-196,5824,15936,-5932,1360,1
19628,-2428,5388,16632,3008,4576,1
17816,-268,7204,16708,-72,3244,1
12768,-876,10496,16232,-684,2328,1
13416,-612,6592,16716,1244,3032,1
11884,-1080,8504,16520,936,4072,1
16252,5524,8056,16580,-564,3332,1
14272,-10144,7896,16368,1016,3248,1
16948,4924,9788,16180,1360,1648,1
6936,5884,16568,16336,1184,3240,1
22900,-880,3880,16348,-328,4336,1
14084,-7604,6884,16172,5636,2692,1
15556,-3240,2804,15604,6188,3432,1
17092,8936,1476,17072,-12536,1888,1
16628,228,1688,16276,-1124,4628,1
15016,-4236,5104,16116,1516,3564,1
16364,-1292,5124,16224,3284,3920,1
16232,-76,3364,16392,-456,4004,1
17064,7528,3588,16136,-1992,1880,1
15056,-1032,4916,16016,-240,1704,1
14372,-8344,6492,16336,1164,3748,1
15168,-8,5384,15960,-808,5492,1
16632,-1268,6852,16356,-784,4416,1
15924,-6180,7156,15652,-1476,4516,1
16196,1580,5836,27652,-2004,-168,1
16356,2460,5936,20328,3524,672,1
15460,-1028,7468,11372,-4192,6128,1
15320,-3260,5876,12280,-4436,4544,1
15260,-3176,4724,14548,-2016,8772,1
15280,-1540,3688,12048,-528,10284,1
15504,352,4456,13924,-6208,6400,1
14828,-84,8372,14976,264,8,1
15412,2068,7392,20104,1852,4928,1
16272,-6500,11192,16400,592,32,1
13280,-2492,9896,16856,1812,-208,1
16960,-348,7072,16820,476,1688,1
15736,3056,7684,16408,-6356,644,1
15388,-1040,7392,16800,-1456,1156,1
14140,-2920,8648,16932,3280,1848,1
15900,1220,5808,16272,3748,1988,1
14708,1208,6616,16228,-2692,1744,1
15260,168,8556,16084,-11332,2644,1
14648,-1908,6636,16160,-4432,2940,1
15852,1060,7028,16152,236,3084,1
16660,-920,6832,16084,6440,3188,1
19492,616,5440,16468,-1620,3220,1
18228,652,6540,16184,-1368,3132,1
12240,-2900,11512,16424,2688,3248,1
16160,-2388,5028,16500,-52,3280,1
14328,644,6836,16556,1176,3792,1
14128,-1140,8224,16436,-1976,2936,1
13116,596,9900,16104,1040,1348,1
13924,2204,9960,15772,1080,-1160,1
10672,3496,-5180,16580,1096,4332,1
12796,8036,1496,16400,992,3052,1
18560,-4796,6192,16420,2724,4968,1
18192,-2540,4752,15968,2072,3456,1
15880,4144,544,14768,-8432,6412,1
15336,-996,3104,15596,-6276,2988,1
15756,-3196,7836,15940,2268,5984,1
16568,-5428,6672,15940,6392,6152,1
16252,2996,5128,15872,-2988,4848,1
16672,-68,3324,15980,-4132,3348,1
14904,-1720,5704,15876,-976,3540,1
16860,-2564,5680,16076,-456,4268,1
15908,-1380,6288,15432,-440,4840,1
15796,-136,6512,15884,-860,4096,1
15480,-1728,5728,16068,272,4136,1
15832,-692,6996,15948,-2876,4672,1
14720,-5116,8256,18864,-3180,4744,1
16676,1424,6204,23228,2296,2148,1
16028,-88,5968,16320,-656,4428,1
15396,-1704,5660,15584,-1416,1936,1
15452,-2636,5320,13172,-3132,5860,1
15536,-1268,3484,14388,-4324,9496,1
14876,-2040,4272,7284,-4020,12544,1
15992,628,5872,15732,-436,4300,1
14660,-3464,6400,17144,-4288,712,1
14428,-6032,8564,16344,2328,3300,1
16232,452,6668,17052,-216,1188,1
14652,1064,8788,16316,-2208,140,1
15976,-900,6764,16748,-4920,676,1
15664,-3316,6128,16492,1540,732,1
14540,-1788,7784,16592,-1308,1264,1
16208,2036,7004,16212,-6232,-400,1
15576,1392,8360,16268,-10212,3136,1
15064,-4244,7584,17116,5024,5096,1
13772,-5260,9452,16000,10560,4512,1
15916,1644,6964,16800,3520,372,1
15736,4040,5636,16676,52,472,1
15048,-1940,8276,16324,-3612,776,1
15384,-2152,7492,16412,-2848,1916,1
15344,-1620,7996,16484,-2824,2364,1
15304,-912,5392,16316,-2040,1872,1
15656,648,2160,15880,-1304,1212,1
9416,-2908,6116,16400,-452,2776,1
10440,3256,7304,16488,668,3268,1
15468,-4180,10536,16184,-672,3180,1
12672,2676,14080,16240,828,2268,1
11160,5708,21260,16828,124,3468,1
16252,-5812,4436,16344,748,4664,1
14652,28,7528,16096,2988,3052,1
15480,-2112,3448,15532,3216,2760,1
15528,2804,1600,16360,-4680,3632,1
15988,-1568,5160,16532,-6116,3456,1
16376,-1876,4800,16296,-444,5196,1
15800,-3296,4076,16036,2728,4272,1
15976,-608,3612,15908,-164,3508,1
16284,44,3628,16476,-3808,3444,1
16320,-1732,3544,15724,-1136,5220,1
15916,-2292,4792,16224,-468,3652,1
15860,-2124,4640,16236,1472,2692,1
16128,32,4824,15948,524,2800,1
16000,-72,2876,16024,-760,2236,1
16840,5660,3976,16092,-1172,3940,1
17016,944,3904,16076,-716,3180,1
14308,-4712,8516,16672,-320,3512,1
13320,-4384,10308,16588,272,4316,1
18340,56,6088,16700,-1988,4296,1
15176,-2856,5184,16392,-1316,1448,1
16072,236,4780,20208,-2584,-888,1
15540,-1884,4960,19680,884,1268,1
15712,-1972,5940,14728,-292,6272,1
16140,-2016,6544,13300,-2512,4728,1
15560,-2232,6140,13884,-1964,6732,1
15108,-1916,5168,15196,-1016,6996,1
15620,-1624,2524,13256,-4364,7672,1
15512,-1936,10032,27992,3216,2120,1
15784,-1488,6648,19392,-5712,3968,1
15720,-1248,7164,17148,-1708,744,1
15308,-2144,7072,16824,860,1876,1
15564,-1076,6796,17132,500,1112,1
15160,1684,7780,16608,-1056,1044,1
15500,908,8104,16476,-3784,1120,1
15656,1648,6984,16464,-492,1724,1
14728,-6188,8188,16828,4652,1984,1
19040,480,5104,16516,2868,3996,1
13444,-3008,10172,16320,-3420,3908,1
11896,1824,6812,16128,1368,3020,1
15972,-4408,9580,15988,328,1916,1
16312,2072,12788,16316,344,2568,1
7296,11024,6588,16468,-188,3760,1
18792,3216,6208,16472,-552,5588,1
14796,-4516,4200,16568,1752,3772,1
17828,-2348,3204,16012,2320,3684,1
16072,-1016,3228,15896,-3032,3504,1
15592,196,3228,16372,-2312,3232,1
14992,572,7232,16516,208,3400,1
15744,-720,7072,16500,724,4084,1
16344,708,5564,16076,88,4488,1
16084,-2224,5396,16244,372,3416,1
15704,-824,4396,16256,-84,2288,1
15536,-4956,5868,16152,1816,2724,1
15368,1220,4512,15920,-1908,4928,1
17440,10292,4696,16240,-4628,4552,1
14836,-4336,7756,16008,-1696,2860,1
15284,-4092,7352,17132,2980,4952,1
14860,-4748,7536,15380,828,6328,1
15432,-660,7564,16184,-2220,5068,1
16484,4712,4524,15956,-1968,3436,1
15732,-1236,4068,15748,-604,1840,1
15256,-2532,6968,15736,716,2788,1
15868,648,7488,15960,-1188,3048,1
15668,-2296,7632,17384,-808,3784,1
16220,-604,5672,19820,1036,1028,1
15700,-2156,5752,17044,-3508,4480,1
15564,-1104,4952,15988,-1532,772,1
15176,-2184,2488,19028,2428,4296,1
15180,-1024,6796,7564,-6080,15284,1
14692,-1852,5896,17920,4012,5988,1
15180,20,2204,14604,-2724,900,1
17340,-3068,7436,16944,-420,528,1
13684,-1048,12572,16500,380,2256,1
15404,-1256,7624,16604,1468,4040,1
15348,-860,5204,15620,-4416,992,1
15864,-560,5664,15688,-7744,3912,1
16008,-1108,4288,16968,616,7956,1
15808,-4576,3648,16020,6080,13812,1
15212,676,7224,15212,-1400,3976,1
15136,1008,6348,15948,-3304,760,1
15292,1252,6640,15376,-2092,1328,1
16196,68,4760,16180,1736,5128,1
16276,8,5348,16636,-3356,2088,1
16628,-2548,5020,16488,-1468,3412,1
17520,2528,6524,16612,3012,5560,1
17032,-5456,6996,16396,2272,3060,1
16268,3700,6672,15996,1400,800,1
16548,2248,6372,16604,1792,2212,1
15012,-1120,6088,15728,1128,-2040,1
13576,3320,9840,16076,3036,1136,1
10716,-2244,13004,16344,3660,4820,1
21488,-5336,3848,16676,3780,2848,1
14632,4980,5180,15336,2304,3584,1
17424,3132,3140,17700,-16420,3892,1
15856,-392,2196,16796,332,4504,1
15248,-9068,4400,16252,-492,5172,1
15544,-6464,5896,16476,2780,3784,1
17208,3920,3944,16332,-1796,3056,1
15844,5284,3484,16448,-2828,5716,1
16340,1996,4812,16232,1956,3340,1
15568,-3308,1872,16232,-288,2116,1
14668,-5324,5512,16212,2020,1028,1
14944,-2740,10816,16624,736,2948,1
17728,2980,10096,16612,1640,2912,1
15880,5916,4460,15796,1196,3536,1
15192,-4016,1600,16128,-204,2752,1
16068,176,368,16296,-556,2820,1
16092,-2308,-540,16420,-148,3248,1
15872,-1312,3852,16176,-180,3608,1
16428,-780,3080,15852,388,2952,1
16128,-1316,3348,15660,768,-1136,1
15856,-76,3548,14972,476,-2936,1
16272,-1656,4092,19132,-1116,5948,1
16564,-2876,3760,21484,1452,2996,1
16280,-3172,3148,18384,-4024,3268,1
15760,-1932,3480,13940,-288,4228,1
16252,-2020,2584,17848,-2304,7636,1
15780,-1260,1828,6696,-6352,16436,1
16196,-2688,1772,25688,820,-1372,1
15080,-640,-1268,13948,516,6012,1
13740,568,13732,15968,-2148,-860,1
17376,-1656,8752,16936,3492,1104,1
15360,76,7992,16000,-192,-1212,1
16084,1048,6296,16840,1884,988,1
15932,-780,4648,16872,-2116,2312,1
15840,-1756,4104,16456,2540,-1972,1
15704,-756,3064,16192,2640,-3036,1
15920,-1764,4460,16304,1608,-852,1
16048,256,4904,16208,1760,-1496,1
16196,-1028,4280,17828,-3204,7736,1
16204,-1616,1832,18680,-1564,9600,1
15424,-1564,3888,16576,-2444,1112,1
16036,-800,6160,16360,1596,-828,1
16228,-356,6808,15432,3960,-2092,1
15932,52,4812,16120,1180,-244,1
15616,-1340,2872,16900,52,2092,1
15456,-1028,2348,16696,604,1380,1
15432,-336,-576,16540,832,676,1
18000,2188,6300,16528,1848,980,1
20100,468,3420,16424,336,780,1
18284,-3732,8276,16684,-1484,920,1
9856,-3264,5680,16484,2112,3108,1
8756,2120,7120,15912,704,1528,1
17792,-3704,12636,16632,1436,-316,1
10736,6592,32767,16972,2160,196,1
17392,-13632,5272,16516,3356,-212,1
16380,240,3220,16344,1316,356,1
16736,-1492,4744,15908,1516,400,1
14556,-1616,1584,15936,-64,1440,1
16332,244,1336,15244,-3648,9112,1
16276,-2996,1132,17188,-2532,5288,1
15864,-2396,1748,15868,-2736,3872,1
15648,-5612,-2776,16220,260,2824,1
15784,1788,6564,16416,-1992,3452,1
12176,816,10756,16736,468,5088,1
18472,10244,5404,16176,1772,3844,1
16164,-3060,6172,15680,3288,1744,1
15064,-2896,5460,15900,1536,872,1
14844,-4332,4880,15680,-2008,4716,1
17152,200,7256,16168,-1992,5460,1
16712,2260,5968,16184,188,5484,1
15496,-816,4024,15700,-900,3040,1
15496,-1892,208,15912,-180,3780,1
14388,-2776,5572,15940,-4840,5284,1
16676,-340,9428,16636,392,5668,1
16660,1108,10592,20124,-5848,3664,1
15196,-1664,5968,21704,4572,3420,1
15664,-1964,6712,12992,-1168,9740,1
15768,20,5320,13756,-5932,3176,1
15776,-1472,5140,16448,3616,7824,1
15112,-672,2560,9240,-8416,16688,1
15860,-880,7036,16996,-964,-5320,1
15240,1620,5720,6032,-436,400,1
15580,-4604,9860,16400,-2072,1332,1
13776,-3192,6660,16060,5860,2812,1
15624,2004,7416,16632,-2236,772,1
15712,6396,6944,16128,-5872,2608,1
16512,-1212,6300,16224,-3440,2628,1
14916,-5200,7568,16680,2204,3428,1
14684,-4284,5988,16300,6340,4576,1
15740,2112,7548,16432,-2160,2516,1
15828,172,5700,15816,-5028,2828,1
15412,1520,5652,16052,-8652,2648,1
16296,-812,5980,15788,-12292,5552,1
14872,-884,5068,15268,9068,9340,1
15280,-544,9400,15968,11932,3044,1
13220,-692,10876,16128,4428,816,1
15440,-972,8184,15560,1336,5124,1
17452,7068,7440,16176,-5940,4792,1
14220,-2068,9408,16040,-1552,7416,1
14116,-7204,8740,16256,3712,4608,1
15724,3452,8468,15988,-5772,5276,1
15544,4644,7596,14988,-12536,5672,1
14952,1984,8284,16128,1164,6472,1
16788,-3004,8188,15332,8592,8308,1
17156,-1468,6420,15748,3660,7524,1
20184,3204,6388,15160,-5900,4420,1
16052,-1032,7900,16008,-2284,6728,1
10836,-3308,6208,15992,2732,5320,1
13040,5780,5728,15848,144,5128,1
13600,-8188,9964,15816,-932,3812,1
12512,2360,14568,15848,248,2624,1
11484,7180,20304,16052,656,1640,1
32420,-4280,-1424,16696,-1160,3116,1
13748,2268,9132,15456,5480,6460,1
13712,-6232,7636,15628,2992,5032,1
16076,4892,3468,16328,-5320,6364,1
17844,6264,2520,16156,-3984,5268,1
15756,-5260,3816,15576,-2916,4192,1
15676,-3516,5004,15588,3080,4808,1
15336,-2756,3724,15680,1368,4524,1
15828,-1852,4412,15680,-1860,4696,1
15560,1408,6048,15956,896,5036,1
15628,5260,7956,15716,-2184,6456,1
17088,3288,7892,15756,-428,6932,1
16056,-3688,7028,15700,-756,6216,1
14844,-5260,5292,16064,-1184,4940,1
15616,-1696,3676,15700,-1408,4256,1
15772,-316,3652,16104,-1504,3560,1
16184,1024,4652,19052,-2036,200,1
15332,-2680,6236,21556,1704,1120,1
15500,-2056,6480,16172,-2060,8412,1
15936,-2048,7060,12300,-2804,6812,1
15716,-1864,7560,10460,-3464,6684,1
15260,-2392,4476,13448,-2084,9724,1
15588,-2344,5136,14636,-4984,4404,1
15224,2308,6888,16592,-2220,144,1
16332,4708,4848,16272,-9236,1228,1
15288,-3692,6020,16832,2728,2040,1
14576,-6008,7536,16420,4040,3688,1
15744,1616,6452,16644,196,3936,1
15448,496,6876,16036,-1348,-428,1
15208,3084,6936,16236,-17720,3564,1
15400,-5492,8352,17212,572,4824,1
14776,-5132,9152,15592,11072,7888,1
15384,-512,9980,15672,1704,3440,1
15796,3948,6204,16652,212,2276,1
15352,-416,4408,16140,-4096,2024,1
15528,-1988,4020,15576,-4932,3480,1
17608,468,3972,17064,620,6456,1
5372,-2424,9540,15700,688,-44,1
11460,6308,7856,15688,2672,-1496,1
16504,-6904,9564,16436,2836,1352,1
13532,876,13000,16528,2752,504,1
11888,5492,14028,16364,412,-104,1
28896,-844,1080,17048,2920,1244,1
16392,6440,1764,16584,692,3028,1
15472,-4684,936,16380,-956,3224,1
17004,-1176,2148,16468,-228,2936,1
16668,1028,1128,16464,800,3216,1
16588,-1956,1332,16000,796,2620,1
15668,-1552,1200,15760,-376,3540,1
15492,-224,-232,16552,-736,3684,1
16908,-68,6312,16132,-384,3112,1
15132,-2616,8992,16796,1580,1948,1
15272,112,9812,16332,1468,2516,1
15628,-2700,9340,16532,572,3076,1
15884,1872,6928,16168,920,1296,1
17148,64,6080,15968,-136,3528,1
15280,-764,1984,16328,-836,3116,1
15060,-3236,-1120,15920,-704,2464,1
16108,-2172,496,15780,832,184,1
16612,-828,7240,15972,-2016,-852,1
15408,-2840,5776,18760,-6624,-448,1
16708,-1352,2784,23516,-6260,6436,1
16084,-2912,5372,15128,-3180,9520,1
16212,-2348,9824,11240,2728,6212,1
16332,200,8040,12392,-2892,7644,1
13888,-4940,-3424,16040,-1644,6888,1
16400,-756,120,16596,-244,5536,1
15936,-3544,4664,14696,-1556,3220,1
15728,-296,4060,13696,-988,1880,1
16068,-2380,3904,26756,-1776,-12208,1
15696,-3052,2504,15460,3772,-2180,1
15156,-2436,2596,15936,4084,-372,1
15528,-580,4048,17052,-2988,944,1
15788,-1584,5172,16156,-572,280,1
14896,-232,12732,16460,-1668,3676,1
