Lx,Ly,Lz,Rx,Ry,Rz,label
17300,6980,3464,16484,-3536,788,1
16116,-3476,6204,15776,-7176,1928,1
15792,-920,4592,16412,-900,2552,1
15648,-812,3796,16400,2896,2432,1
15812,12,2968,16200,-488,1620,1
16056,1564,2412,16640,-600,2248,1
18328,-448,3708,16868,-3544,3212,1
22428,-3104,1808,16684,2784,2676,1
16008,-2516,4004,16172,1208,2064,1
14860,-1268,1964,16572,-1576,3172,1
12676,-236,5332,16420,-564,2336,1
14088,952,8868,15952,-796,788,1
20140,-4620,32767,16912,72,3584,1
32767,-6252,72,16072,-2552,7584,1
14056,-760,6428,16636,-96,4444,1
12324,-216,3844,16196,-1336,4312,1
16972,-600,2108,16076,-772,2932,1
18112,948,2368,16056,-1992,3612,1
16008,-1312,2052,15816,-1256,3624,1
15756,-160,308,16076,-1848,3508,1
14708,-1760,-2920,15752,-672,3996,1
14928,3060,-7036,15292,-2880,5152,1
18032,-2696,13048,14688,-3628,4628,1
15424,-1584,9308,16148,-1564,2396,1
17684,-2372,5640,17228,1436,3568,1
16688,-864,4832,13988,-3996,10612,1
15212,644,3244,16156,-3124,5764,1
15824,-1832,7964,15768,-7360,3440,1
16564,-3424,6588,15956,-1404,7056,1
15632,-2436,2972,15088,-1524,6172,1
15356,84,1392,14864,-4696,5336,1
15596,-2704,2916,15056,-2988,3232,1
17300,-128,6436,15472,-2208,6052,1
14228,-4396,12064,14676,-4388,5276,1
16860,-2204,4892,16748,-4376,6604,1
14824,-3404,9608,17676,-572,6040,1
16008,-1664,6368,17936,-2028,5720,1
15140,-3112,8416,14268,-2224,5880,1
16428,-1684,5192,15608,-648,5248,1
15708,-1180,7700,17512,-1268,4704,1
15236,-3748,6548,17528,-1192,5048,1
16072,-1756,5580,16264,500,4324,1
15036,520,2628,9628,-1444,6456,1
13992,-1712,60,5868,-3844,10216,1
17664,140,9648,22828,-7908,-248,1
14660,-3672,10556,14680,-11520,3944,1
16776,-6268,6688,15136,7000,2060,1
14936,2072,9316,20184,-3908,5040,1
16032,6256,6828,14692,-8040,164,1
14508,-5064,8656,15368,2600,3476,1
15788,-8408,5036,16408,8520,4148,1
14944,-5888,9092,14792,5744,7148,1
16396,6144,8276,16944,-4544,3908,1
15116,1260,4856,15840,-11256,-888,1
13640,-2460,6484,16316,-4048,2716,1
14064,-8440,7440,15460,2536,5124,1
14904,-1720,6288,14644,8732,6568,1
13376,4452,10868,16324,3868,3108,1
16840,448,6424,17252,-804,4528,1
12564,1144,10940,15308,-3920,4356,1
14144,-2912,10020,15932,-6932,5188,1
13196,-4728,8708,14112,-4876,7492,1
14688,-2020,9828,16836,1464,7468,1
15284,-5056,9132,16004,11904,10336,1
14128,-2180,12784,17192,10240,8964,1
14892,12092,11364,13828,-9780,6728,1
14740,-884,12508,17232,-12260,4008,1
15328,-4992,9704,15896,1416,6184,1
13464,-9368,7876,15836,6480,8752,1
15060,-2816,7112,16204,3004,4880,1
14028,6024,5640,15092,-5600,2260,1
16140,860,2112,15864,-6056,952,1
18544,-1888,-504,16356,3760,2800,1
20976,-972,1356,16824,1052,2108,1
17196,-3108,7020,16608,128,4068,1
14124,-2568,5824,15284,980,1436,1
12376,3520,6400,16520,-200,3148,1
13840,-1608,8752,16052,2800,-652,1
13784,-1956,9852,15664,3284,1576,1
9280,452,12300,15128,-628,-7672,1
19380,5484,17780,14976,-1304,5060,1
23236,-3184,432,13836,1056,12928,1
17704,-8672,11520,17216,5576,6108,1
16736,-256,3264,14832,-2700,9972,1
19636,1932,2680,16424,-7528,4400,1
15536,2220,380,14108,-4780,7660,1
14796,-4352,1896,15524,-1224,3408,1
15856,-2104,3576,14536,-720,6780,1
15884,-1740,5820,15300,448,8836,1
16676,3080,6872,14608,-2784,8944,1
16384,384,6512,16612,-1352,8624,1
15796,-3876,6448,14980,972,9168,1
15804,-7960,4820,15092,1440,7596,1
15972,-3392,5488,14616,-1112,7980,1
16572,3308,4620,15660,-6392,5048,1
16000,2960,1004,13916,-5240,6564,1
14688,-3896,6600,15636,-868,6884,1
16164,-4072,6572,15592,-72,6348,1
17512,-208,6196,16476,-1768,5648,1
16200,-344,4384,16544,-5400,3464,1
14328,-1796,2196,19296,-528,1676,1
15764,-568,3024,17388,-3076,5452,1
16120,-3340,3008,15320,812,8064,1
16004,-1432,3900,15076,-2932,5784,1
16612,-2564,3160,14520,-1336,6424,1
15164,-1928,1924,14632,-24,7508,1
15628,-2268,704,17620,-160,7456,1
14536,-540,-4928,9224,-4868,10736,1
14280,-856,6260,12336,1636,3540,1
14768,-2080,10504,8300,-1064,2156,1
17840,-1052,7480,20476,-7680,7480,1
15984,-48,6916,15420,696,2520,1
15848,-1004,4468,16412,1344,-636,1
15304,-3188,4752,17148,1996,2268,1
16120,1136,3172,16780,-1380,1700,1
15876,-1600,4120,16888,-560,2968,1
15692,380,7224,16972,-3488,1820,1
16088,228,4696,16580,2724,408,1
15788,-648,3676,15540,3408,-7260,1
15620,-248,4484,15852,5248,-5496,1
15648,1068,6316,15904,2848,2192,1
15716,268,5820,16572,-696,2832,1
16012,1920,5964,16224,3820,-1888,1
15804,-2184,5872,15592,2240,732,1
15684,164,2404,16312,1640,4396,1
16644,640,3160,17692,-4456,5836,1
15680,-2996,8272,16240,-1592,216,1
17132,-1260,5424,17052,-2708,3032,1
16052,412,4692,16244,-116,6592,1
16668,636,2624,16760,4576,4800,1
18112,-644,-288,16036,1892,6492,1
19136,2428,4420,16172,-8,1108,1
15740,-1644,7436,15772,-3508,1108,1
12952,180,8136,16828,2844,2240,1
15432,-1684,5580,16764,520,2948,1
15988,-2128,7092,16148,2148,-356,1
11896,-3144,9168,16368,-400,716,1
13584,8,11120,16456,2304,1300,1
18732,5368,22852,17028,-3028,3376,1
21560,-6752,-1132,17060,3568,6744,1
17348,5412,1144,16040,-996,3012,1
16212,-2928,1044,15928,2572,380,1
17104,-3324,4752,15900,2044,316,1
17352,3132,5000,16936,860,7000,1
17268,-1056,3220,16380,-3032,5840,1
15064,-1656,-4864,16172,-2108,3788,1
14900,-4008,-6268,16012,-924,4292,1
17180,84,3028,16320,-652,4376,1
16324,-1092,3384,16512,-516,4876,1
15840,-880,152,16196,256,3220,1
15548,-1992,-2136,15784,1448,2944,1
16064,936,480,16004,-3244,3584,1
16016,-4728,9872,16528,1212,5380,1
16684,792,6788,16476,-2188,6716,1
16568,-5092,7092,16084,-292,5456,1
16308,-124,6952,15984,-3160,4612,1
16700,-92,3708,16576,-768,1804,1
15696,-2004,1980,15748,-1400,3144,1
15704,-1368,708,15660,-1004,3776,1
15908,-2568,1044,16156,-1836,3404,1
15360,-1944,3500,19336,-2528,1480,1
15964,-2408,5156,20296,360,5148,1
16596,-2416,3464,14232,-1776,10792,1
16164,-2408,3932,14424,-2328,5932,1
14884,-3160,4108,14224,-708,6952,1
15724,-1808,3288,14220,-2276,10200,1
17272,-1820,4196,10808,-8652,10300,1
17968,-5160,4260,26124,2688,-20832,1
14744,-936,844,5572,1760,-1984,1
16432,-3368,1336,14328,-3196,4268,1
15324,-284,7916,16232,-5748,-108,1
14984,-1696,5272,16240,-4600,1708,1
16668,-1928,7028,16776,-2092,1976,1
15648,-3236,3272,16612,2760,3004,1
15536,-440,2308,16172,1188,1904,1
15612,-2408,8352,17000,2032,2644,1
15888,-2832,8508,16584,-1620,3152,1
16344,-1424,4184,16904,1920,4100,1
15912,28,3384,16280,-5888,1736,1
15868,-3256,5576,16208,-2392,892,1
16396,-1532,5996,16564,-1816,2324,1
16164,-788,4732,16720,388,2156,1
16252,-1672,2048,15540,548,3008,1
14924,-1460,2588,16368,680,792,1
15212,-912,5396,14896,2508,4720,1
16672,-1576,6708,16764,-368,4416,1
15580,-656,4628,16276,-732,5328,1
17600,1624,3544,17472,-924,3604,1
17544,-356,2484,15544,-1656,2828,1
19400,-336,3984,15200,556,2840,1
16116,-856,7696,16644,872,3560,1
13224,-4192,6636,16592,-108,5584,1
13336,5944,7152,16440,728,4904,1
14968,-6176,12040,15764,820,3184,1
12344,-3732,13992,15964,-100,1508,1
5908,15688,12412,16464,1340,2328,1
14368,-4172,1228,16048,-188,3240,1
17256,4088,5396,15660,596,6408,1
16156,-1948,5884,15916,-844,3296,1
13928,-3868,1944,16896,1656,3492,1
15644,-2288,2444,17068,1100,3668,1
16664,-3304,3364,14288,-28,5504,1
16356,1536,4096,16176,-6516,5968,1
16576,4988,4516,15860,-1896,5652,1
15904,-5320,4604,15800,1844,6368,1
16328,-992,3404,15372,1504,5636,1
16092,-520,3156,16036,-1416,5404,1
16520,1760,4040,16028,-3348,2712,1
15596,-1784,6360,16348,-20,5528,1
16796,-528,4404,16584,-1012,4168,1
16068,-2276,4408,16376,-1688,3148,1
16316,-1064,3572,16180,-2012,3064,1
15840,-228,3236,15896,-648,4564,1
15696,-816,2964,14588,-24,6268,1
15604,-564,6112,14512,-2132,7440,1
16152,-1168,7172,17712,-2156,4440,1
17360,-1728,6576,19660,-4520,3856,1
16012,-4128,5976,17896,-1596,5708,1
15704,-1704,4032,15508,1692,2380,1
15516,-376,3832,12676,-5816,3768,1
15396,-2676,2080,12684,880,7652,1
14668,-884,-1160,10120,708,12748,1
15696,-2260,2096,25052,812,13016,1
13204,420,13216,7100,3476,780,1
17688,-464,6496,20476,-9184,7752,1
15236,712,8400,16500,-2992,3216,1
14948,-2940,5336,15392,2488,228,1
14880,-4416,4984,16828,1320,120,1
16032,200,5080,16680,-684,1168,1
16132,440,4792,16588,-708,2220,1
15684,976,6252,16844,-264,1712,1
15448,-2600,5768,16524,-1192,1724,1
15468,-1388,5132,16616,-856,2120,1
15788,-1656,6584,16208,3704,2120,1
15952,-2176,7904,16832,2156,3024,1
15948,1440,5340,16872,-2324,1016,1
15796,240,5196,16128,-4076,1332,1
15928,-1812,5456,16552,-1948,808,1
15436,-1632,5392,16632,-236,2532,1
15928,-260,5756,16432,2244,3604,1
16588,-244,5320,16740,168,3592,1
17508,-828,6104,16728,160,2464,1
15604,2464,7220,16584,-716,2160,1
15496,-1700,4872,16372,-608,1700,1
17204,672,3124,16280,1108,484,1
20280,848,2424,16244,1496,1008,1
19148,-1728,6984,16408,1740,720,1
7420,-4576,12824,16632,-1720,2984,1
12512,-2404,5272,16968,864,4260,1
11328,-2428,8320,16560,752,1004,1
16092,-1132,10660,16472,1464,232,1
22348,828,12912,16052,60,2036,1
32767,-10480,-5312,17012,-240,4944,1
15336,7852,6536,14964,-576,6176,1
13764,-3292,3172,17548,1752,3148,1
17852,-3216,-364,15448,-1820,3208,1
17340,-152,3140,15660,-544,5188,1
15768,-1276,3708,14884,-2744,6552,1
16420,-3444,4828,16540,-1860,5804,1
16540,-416,3844,15700,-2468,7116,1
16304,-2368,3684,15848,-652,5252,1
16168,-2080,3040,15668,-960,5012,1
16300,-2792,3980,15396,-1284,5304,1
16364,-2112,4656,15656,-1804,5464,1
16344,-1640,4044,15888,-1148,5732,1
16012,-876,3240,15464,-1828,5612,1
15812,1436,752,15400,-4048,4288,1
15240,-6144,3304,14616,-2572,5840,1
16444,-5708,7060,17376,668,5472,1
16924,-344,4468,15404,604,7644,1
15216,-180,1892,15096,-2796,6248,1
15952,-112,2128,16052,-4800,3932,1
15712,-3200,5008,15844,-2036,5416,1
15916,-2144,3168,16084,2388,6084,1
16144,-796,5148,15756,-1296,5276,1
17160,1432,3208,16144,-2092,5796,1
15240,-1288,6660,15780,-1488,4940,1
14972,-2196,7808,15848,80,3808,1
14920,-1872,7996,15152,0,952,1
17288,-1264,6280,16380,-584,880,1
14376,-3616,7344,16648,-3216,3452,1
17708,1012,7004,23152,-1740,1660,1
14708,-2968,7380,22404,-4436,5460,1
17468,-552,3684,14936,-1044,9872,1
16584,-4224,3580,10016,-2512,9488,1
14864,-1972,1508,5656,-3564,6609,1
15244,-3412,5364,8612,8912,1408,1
14820,-2000,5188,14484,-11340,11068,1
16748,556,1988,14256,9532,10144,1
17428,-1216,2104,23972,-2372,11136,1
13640,-2592,9404,12700,3696,-688,1
16804,-2168,5532,17836,-6740,7124,1
13656,-2056,9664,16608,460,2320,1
15776,-1716,6468,16852,2728,348,1
13828,-1644,7040,17136,-928,600,1
16240,-1372,6308,16776,-164,924,1
15044,744,8520,16732,428,968,1
14752,-2032,8012,16352,-36,2520,1
13116,-1280,9252,16396,68,1288,1
16760,-1844,6296,16712,-816,2060,1
15156,-692,7100,16568,-1112,1792,1
14624,-628,8980,16556,672,1968,1
13856,-1868,8020,16392,-16,1652,1
16012,-2936,7144,16620,704,2460,1
14088,-124,8892,16512,1544,2912,1
15836,1496,8752,16396,2740,2212,1
16380,1428,6504,16672,-2964,1356,1
15196,-5252,6148,16448,-3700,2656,1
14032,-4844,7164,16664,392,2676,1
15280,-808,8416,16372,324,1736,1
15704,-2216,8272,16232,-720,2604,1
16132,3668,8032,16584,352,2512,1
15780,-3196,6528,16508,-1760,2556,1
16192,-740,6792,16528,-1100,2428,1
15452,-1580,7704,16456,108,2896,1
17500,-796,4688,16108,216,2388,1
18528,128,2768,16096,88,1500,1
16676,-584,6936,16012,2868,-1976,1
10436,-17864,23388,15916,844,2200,1
10624,-9156,3728,16884,1384,4992,1
13048,3208,6648,16624,-1472,5004,1
17860,2408,8624,16780,-32,4708,1
14860,-2364,8776,15548,1004,2392,1
14144,-1604,10404,14052,-784,5652,1
18592,12248,-10232,15976,648,3520,1
13232,4080,1336,15668,-400,9244,1
17924,-3116,2832,15296,-712,7584,1
18908,-392,4204,14336,-3160,7440,1
15676,-3424,2752,14592,2024,5832,1
15872,-2436,2548,16224,-900,4144,1
16052,-1464,4076,16380,-4588,5572,1
16448,28,3228,15500,-1352,7008,1
15776,-3112,3936,15872,-2052,5608,1
16224,-1016,1680,15564,2024,5624,1
15644,-3264,2864,14556,4936,7384,1
16480,1132,2584,14824,-4372,9532,1
15656,-1252,4152,16968,-7720,3552,1
14452,-3828,7080,15928,-4156,7128,1
16976,-1624,3856,15208,1336,7528,1
15296,-1972,3652,15128,464,6276,1
16076,208,3900,15652,-1080,5168,1
16072,872,3380,15456,4928,5820,1
15424,-1904,4124,14292,-3380,6592,1
16624,-7288,5616,15816,2128,5816,1
15024,-11184,6124,16488,-4452,7552,1
16592,2512,7352,15256,-1288,9448,1
15612,5384,1448,11256,-10524,11336,1
15736,-668,5200,15436,4992,9048,1
13612,-3492,10748,18840,-2952,6028,1
14768,-9872,8524,15940,1812,7420,1
17380,6140,5448,15908,-2628,5400,1
16136,-1244,5332,17492,-4552,2520,1
14016,-1956,8824,22308,-1280,4592,1
17196,-3260,5036,15848,-608,9276,1
16236,-5568,6076,12664,684,5288,1
15752,-1064,3340,11524,-3368,6824,1
15432,-2204,1632,11808,68,7984,1
15308,-3112,324,9356,-6036,10216,1
15236,-340,-1480,13904,-1440,9152,1
14292,-6004,13276,23172,12008,-1264,1
17460,5764,4856,22720,-10036,8092,1
16016,-3424,6484,15092,-2280,1184,1
16284,1724,6852,17612,-6652,524,1
14840,-7372,9248,17384,-792,4480,1
15388,-3312,5140,15940,10960,5880,1
15036,4248,4868,16180,-128,1096,1
15980,-2744,4620,16376,-5784,1568,1
16012,-1484,5284,16912,460,4536,1
16080,-4396,6972,16448,-164,4448,1
15964,-2184,5568,16432,-732,4012,1
15912,-336,4604,15712,-2508,3176,1
15668,108,3832,15936,1652,2632,1
17088,-712,3832,17580,1376,3824,1
17508,-1012,3944,16316,28,1372,1
17728,2792,5668,16012,2756,3676,1
13480,-32,10332,16144,580,1500,1
10856,-652,10888,16424,-3336,1732,1
11148,-2544,9064,15992,-1328,5132,1
19004,-8440,5792,16908,1468,5696,1
12308,-624,11368,16312,2768,4352,1
11892,3456,12212,15148,3496,3464,1
17768,2292,7360,16636,-2248,3284,1
16604,-5248,3768,15800,-4992,6720,1
18388,976,3412,17104,-980,4364,1
19288,-1012,3520,15628,-2956,3540,1
17832,-2036,6516,15652,-332,2388,1
11132,-4148,10608,16216,2600,2936,1
15616,-312,5036,16452,1036,4184,1
13480,-4876,5984,16240,-176,4688,1
14240,1256,9332,15856,-3952,3292,1
12600,4608,11812,16012,-380,3620,1
15428,4956,-14068,15804,6336,5476,1
7308,-216,3760,15420,4484,7572,1
19092,1612,3484,15796,4492,4548,1
18704,-3864,3720,15308,376,4980,1
16548,-776,2072,15480,-12048,4532,1
15628,-1420,3000,16628,-4556,4948,1
16484,-2000,3732,15000,-5668,5716,1
15932,-3492,1904,16084,5472,6412,1
15912,-3796,5692,13920,5008,7048,1
15900,-952,6728,16440,2844,5420,1
17296,3768,4408,15500,-7696,6128,1
16072,-2328,3416,15720,-3484,4700,1
15372,-3740,1508,15532,-1964,5496,1
15668,-2568,3228,15440,1408,5408,1
16264,-1412,3880,15900,-1284,3884,1
15720,-1740,6340,15932,-1392,3372,1
16392,-712,3500,15744,-1420,3552,1
15872,-1984,6868,17796,-1872,4124,1
16492,396,3932,19456,-2352,604,1
14712,-3332,6364,23620,-1060,104,1
16004,-2452,1900,11584,672,12592,1
15372,-4180,5368,12428,-2980,5272,1
15792,-2168,5416,9824,-3520,7828,1
15348,-1900,3104,15096,3388,8552,1
14688,-2652,4796,15296,-6032,11404,1
14592,-3584,8896,24036,5140,-3960,1
17516,-516,6560,22296,-16436,9800,1
15112,-2400,5956,14276,-568,4332,1
15172,-3392,5144,18228,808,-24,1
14848,-1696,5952,16236,-848,468,1
16816,936,4148,17028,188,1832,1
15960,-2820,3500,16856,396,3848,1
16304,-668,3608,16468,-76,3980,1
15948,-3000,6412,16576,-3876,1532,1
11920,-3692,10316,16040,-3424,3728,1
15380,-1340,7184,16840,3224,3704,1
17008,2044,6060,16000,11988,3340,1
13328,-360,8512,15976,-1836,2736,1
13928,-4256,8848,16252,-4960,3288,1
16440,-3664,6448,17072,-5180,4940,1
16028,-1672,7272,16276,-1560,5288,1
15352,-2052,6684,16308,76,2892,1
16044,300,6088,16824,1772,1188,1
17008,-88,4260,16372,-416,2408,1
16716,-1204,6876,15524,432,3968,1
16644,-2328,6308,16572,668,3060,1
17812,-3144,4856,16392,1540,3376,1
17648,1456,7728,15848,212,920,1
8400,-2476,13328,15868,-820,2680,1
13076,-7708,4984,16508,1228,4604,1
13724,-2240,9660,16552,2300,4576,1
16096,4840,12036,16216,-696,4004,1
27576,-3888,32767,16652,-124,5244,1
19088,-13416,-4292,16820,3068,6200,1
15004,5072,7496,15512,-1956,4072,1
13048,-440,3048,15644,-1612,4312,1
18568,-3456,2300,16040,3352,5456,1
16396,-436,4060,14988,3708,6184,1
15856,-1376,2912,15832,-6104,5904,1
16528,-364,3360,14984,-7776,6112,1
15864,-624,5284,15432,-3612,6364,1
16740,-1476,4936,15732,2864,7120,1
16236,-256,5020,14392,5336,7612,1
15440,1076,2664,14696,-488,4300,1
16452,-3632,3628,17808,-900,1460,1
16312,-756,2616,14384,-3020,6612,1
15896,-1860,5996,16820,344,7396,1
15472,-1560,5848,15192,-1460,7868,1
15980,-1920,5592,16772,-2176,5360,1
16332,340,4920,15316,-2456,6404,1
15688,-508,5368,14864,3428,7360,1
15844,-1488,3396,13444,-1728,7888,1
15928,-264,1616,14452,-1700,6992,1
13808,-5352,9732,14472,-1644,4628,1
17784,848,9088,20016,-2076,3972,1
13648,-2684,10328,20704,-860,2368,1
16504,-2240,3628,16924,-1668,6624,1
16888,-3788,2008,11232,364,10304,1
14648,-3068,5692,15008,-4692,5156,1
16060,-3960,7316,14784,-668,7632,1
16532,-1044,5936,14716,-1776,8304,1
15296,-2108,4144,11128,-3660,9820,1
15768,648,272,11544,-6052,9580,1
15416,-3444,6912,23276,10620,-2644,1
16608,-696,5548,22824,-9816,5888,1
15776,-2144,7224,16772,-4612,2336,1
18740,-1072,3432,18236,-1356,1792,1
15764,1176,7804,16372,-10348,3356,1
11220,-8092,10604,14804,1232,4844,1
14296,-4004,7544,18232,15912,5760,1
17772,3732,6020,15692,-340,4992,1
14896,2152,7932,15860,-148,2852,1
12388,-4164,8636,16088,-1944,468,1
16820,-3408,5108,16340,-7968,1828,1
15980,-1968,4800,16760,1772,4376,1
16964,-72,4996,16784,-4048,4196,1
14140,-2120,8248,16156,456,2832,1
14680,-2012,6836,16324,2372,2860,1
16744,-1728,6540,16472,3200,2836,1
16288,-1372,5612,16356,5484,3620,1
15336,28,8248,16144,2884,4180,1
16840,436,6136,16596,-12704,1508,1
15372,-216,6880,15704,848,3008,1
18808,-1080,5876,16812,3160,4012,1
14196,-4616,9860,15928,-720,2044,1
10468,-6796,13568,16384,-756,5000,1
16044,-2308,4364,16536,-1172,4404,1
12200,2860,6472,16240,168,4236,1
16580,1068,9352,16072,-56,1956,1
14676,-1704,6640,15628,-156,408,1
29636,2216,-2004,16592,2068,7308,1
19780,-648,6496,16232,780,4620,1
15272,-2324,3712,16556,3284,4460,1
21516,-1464,2348,15720,-736,4368,1
15896,-1860,1444,14808,-3972,6832,1
14964,-2696,3740,15764,-4228,5904,1
16844,-3188,5276,16740,-6328,4840,1
16620,-1844,4732,15072,-2040,8088,1
16060,-2620,4824,15572,832,6972,1
15836,-1632,4572,16268,7444,5160,1
15944,-1172,3768,15160,252,5264,1
16224,-1280,3372,15820,-3776,6432,1
17440,-1604,2444,16268,-6476,3872,1
15724,-1064,2440,15784,-1060,2432,1
15692,-2860,1956,15368,3072,2440,1
15924,-1864,2720,14808,2408,6156,1
16460,-764,4100,16628,-2612,4900,1
16156,-2608,3728,15628,-5104,5056,1
16120,-1392,3456,15124,-2236,5324,1
15992,-3088,4788,14820,-832,5744,1
15716,-492,10308,16972,-1816,5448,1
9060,-9692,13164,16496,-3776,6996,1
20272,6436,6368,18812,-3996,6852,1
15852,-5600,6016,17928,-2584,2736,1
13528,-2240,3388,16428,744,2292,1
17904,-2136,1304,16032,-1688,6864,1
15572,-2812,6940,16672,-2832,4220,1
15924,-2368,6832,14668,1580,6340,1
15596,-2264,6956,15120,-1312,7332,1
15048,-1644,3260,15400,-564,7288,1
15256,-1332,688,1448,-7744,12608,1
22404,-2660,7552,30688,476,-9196,1
15444,2732,9192,17416,-10172,2548,1
14700,-4912,7124,14728,672,-192,1
13056,-2776,8036,18720,48,2420,1
13140,-3048,9304,16476,-6712,1936,1
13348,-1580,11092,16064,1464,5432,1
15596,1368,8812,17632,1124,3052,1
15352,-1220,6424,16748,1672,1704,1
14280,-2000,7836,16060,-160,1284,1
14912,-2512,6576,16112,-520,3400,1
16004,-2508,4824,17892,-7856,1136,1
14184,-2632,9868,15372,2388,5328,1
12160,1456,11952,14920,6512,5612,1
12108,1892,12880,18824,4280,484,1
18060,476,8552,16652,-1752,1824,1
14836,472,7724,16432,-4492,2972,1
15268,-6076,6540,16388,-516,2180,1
13860,-3896,7384,16688,-4448,1416,1
15888,308,7328,16672,-1584,2296,1
16624,-224,5260,15888,1040,4684,1
16720,-120,3616,15916,9664,4220,1
19284,1232,428,16044,4604,3056,1
24556,2772,492,16240,-7788,-612,1
11268,-1904,13228,16108,-4852,1948,1
10640,-7168,4060,16784,2324,5256,1
11796,4968,7728,16704,132,6308,1
16796,-3752,13384,16308,-1152,4196,1
15116,1896,13588,15848,-232,2560,1
19284,5804,-832,15596,924,1316,1
16952,8652,9420,15504,20,5872,1
13816,-1784,4860,16660,-408,5008,1
18380,-5148,3964,15356,-768,3428,1
17576,2316,1224,15716,816,4752,1
15172,-3496,2968,16216,-3644,4852,1
16544,-3852,3892,16064,-1144,5160,1
15936,-3160,3008,16760,-2672,6764,1
15804,-1088,3884,15488,-3356,5260,1
16496,-516,5052,16372,-56,3920,1
16344,2616,3124,15532,2804,1576,1
15404,-1440,3640,14868,1616,2664,1
16200,-1912,2496,16184,-52,6224,1
15728,-2056,4264,16448,-8508,4320,1
13732,-6660,7220,16148,-2248,3644,1
15292,-1980,7656,15960,1112,4092,1
15436,-504,6872,15272,1116,5628,1
17084,2532,5852,15848,-2916,5464,1
15164,-2192,7684,16076,-1296,7548,1
16308,-3288,7056,16764,-1164,5044,1
14836,-3524,8152,18060,-2708,2384,1
15404,-1848,5268,18792,-3324,3708,1
16208,-1120,3744,16456,-2508,6168,1
16092,-2544,4084,13204,-252,6180,1
16216,-864,6384,18532,-3856,2356,1
15900,-2868,3004,14588,3692,4712,1
14772,-484,-928,12768,-968,7404,1
15152,-3268,2948,9612,-6132,8068,1
14832,-1128,3656,19852,3564,1904,1
15184,-1672,11064,8884,964,2472,1
17568,-168,5740,23664,-9072,6088,1
16176,-3124,4696,15852,-2244,1556,1
13492,-456,8272,16964,4248,-868,1
12704,-7636,9532,17064,-1288,2724,1
16952,1512,5748,16640,-1048,2444,1
17428,-232,5276,16332,-1116,3052,1
14064,-1164,8912,16700,676,2064,1
14408,-2540,8700,16260,2012,432,1
12848,-2016,10020,16400,772,1816,1
15872,-2936,7640,17052,504,3208,1
15288,900,7904,16420,-3488,1852,1
15128,4504,10272,16572,-2836,2992,1
14240,-3784,9828,16176,4708,2248,1
14064,-6740,8260,16724,3744,3416,1
14304,1028,7336,16788,-1528,2568,1
15924,-436,7076,16088,-6844,1660,1
15144,1084,7984,16900,576,2980,1
16100,-1784,6648,16544,1204,2780,1
16316,-2040,3608,16200,-696,3292,1
17944,-300,684,16224,-724,2736,1
20488,1648,2576,15968,752,1868,1
13824,-2392,6940,16816,1160,268,1
6412,-4764,7264,16556,1276,2916,1
12672,348,5868,16320,524,3420,1
16980,-1404,8960,16076,-496,3028,1
13560,3356,14680,15800,1364,864,1
8784,-2656,29660,16808,144,1940,1
11360,-5312,2896,16416,-2048,3540,1
18504,-2440,4316,17408,1836,5804,1
18252,-2260,4668,15952,-2268,6200,1
