Lx,Ly,Lz,Rx,Ry,Rz
7620,5948,-11488,16524,-2960,-560
8140,7460,-10944,16544,-2680,-732
8460,5832,-10828,16520,-3008,-656
8476,6836,-11172,16512,-2800,-728
6948,7312,-11028,16532,-2748,-788
6780,7484,-11944,16548,-2576,-908
7844,7512,-11228,16432,-2568,-780
7600,6720,-11096,16424,-2452,-744
6496,6732,-10424,16576,-2396,-744
8340,6940,-11060,16756,-2392,-752
7956,7872,-10920,16496,-2476,-964
7080,8580,-10888,16736,-2560,-852
6656,8488,-10548,16404,-2656,-816
6564,8608,-10484,16764,-2500,-668
8220,8260,-11236,16440,-2560,-656
